Efficient controller synthesis for a fragment of MTL<sub>0 &#8734;</sub>.,382.00,494.00
Two Notions of Correctness and Their Relation to Testing.,284.00,217.00
Best Huffman Trees.,150.00,257.00
Behandlung verschiedener INTEGER-Darstellungen durch optimierende Compiler.,310.00,270.00
The Parsing Problem for Affix Grammars.,463.00,334.00
On Efficient Entreeings.,293.00,413.00
Persistence of Vector Replacement Systems is Decidable.,445.00,495.00
Implementing Daubechies Wavelet Transform with Weighted Finite Automata.,306.00,86.00
Functional Behavior in Data Spaces.,431.00,247.00
Inductive Completion with Retracts.,252.00,220.00
Sometime = Always + Recursion = Always on the Equivalence of the Intermittent and Invariant Assertions Methods for Proving Inevitability Properties of Programs.,41.00,250.00
Complete Parameterized Families of Job Scheduling Strategies.,152.00,82.00
Modelling higher-order dual nondeterminacy.,405.00,380.00
Dispatcher Primitives for the Construction of Operating System Kernels.,228.00,193.00
A Note on Multihead Automata and Context-Sensitive Languages,240.00,41.00
A Recursive Second Order Initial Algebra Specification of Primitive Recursion.,162.00,205.00
Compositional schedulability analysis of real-time actor-based systems.,413.00,147.00
Context-Free Graph Languages of Bounded Degree are Generated by Apex Graph Grammars.,311.00,202.00
Worst Case Performance of Weighted Buddy Systems.,256.00,273.00
Contextual Nets.,237.00,140.00
COSY - A System Specification Language Based on Paths and Processes.,423.00,308.00
Applying relation algebra and Rel View to solve problems on orders and lattices.,186.00,276.00
Eliminating Unit Productions from LR Parsers.,343.00,106.00
Attribute (Re)evaluation in OPTRAN.,173.00,402.00
On Parallel Integer Sorting.,62.00,24.00
Domain Independence and the Relational Calculus.,147.00,100.00
Multi-Granularity Locking for Nested Transactions: A Proof Using a Possibilities Mapping.,103.00,205.00
Bounded Quantification and Relations Recognizable by Finite Automata.,382.00,379.00
A Complete Algebraic Characterization of Behavioral Subtyping.,100.00,70.00
Negotiation as concurrency primitive.,497.00,73.00
Efficient execution of dynamically controllable simple temporal networks with uncertainty.,408.00,93.00
Minimum Feedback Vertex Sets in Cocomparability Graphs and Convex Bipartite Graphs.,307.00,136.00
Behavioural Approaches to Algebraic Specifications: A Comparative Study.,8.00,473.00
Instruction sequence processing operators.,22.00,401.00
What is Failure? An Approach to Constructive Negation.,130.00,84.00
STG decomposition strategies in combination with unfolding.,19.00,57.00
Quad Trees: A Data Structure for Retrieval on Composite Keys.,239.00,441.00
On the Number of Relational Operators Necessary to Compute Certain Functions of Real Variables.,168.00,180.00
A Study of Queueing Networks with Deterministic Service and Application to Computer Networks.,20.00,260.00
Probabilistic bisimulation for realistic schedulers.,100.00,113.00
Explaining the Wheel Sieve.,190.00,344.00
Another Polynomial Homomorphism.,337.00,96.00
Variance Reduction Techniques for the Simulation of Markov Process.,414.00,318.00
State complexity of deletion and bipolar deletion.,42.00,130.00
Decomposition of Graphs and Monotone Formula Size of Homogeneous Functions.,496.00,380.00
Symbolic checking of Fuzzy CTL on Fuzzy Program Graph.,285.00,263.00
Regular and context-free nominal traces.,450.00,171.00
Deterministic pushdown-CD-systems of stateless deterministic R(1)-automata.,474.00,224.00
Special issue: Synthesis and SYNT 2014.,213.00,53.00
On the Synchronization in Parallel Communicating Grammar Systems.,227.00,219.00
Weakly Context-Sensitive Languages as Model for Programming Languages.,43.00,175.00
Rules of Inference for Procedure Calls.,373.00,190.00
The Construction of Operator Interfaces Based on Logical Input Devices.,68.00,208.00
High Level Tree Transducers and Iterated Pushdown Tree Transducers.,221.00,165.00
Gobang ist PSPACE-vollst&auml;ndig.,48.00,486.00
A note on autodense related languages.,412.00,93.00
Solving HPP and SAT by P Systems with Active Membranes and Separation Rules.,309.00,277.00
Optimizing the Costs of Hierarchical Quorum Consensus.,97.00,232.00
Recursive Petri nets.,260.00,314.00
Multitype Multiprogramming Models.,369.00,282.00
Automatic Correction of Syntax-Errors in Programming Languages.,150.00,185.00
Representation and uniformization of algebraic transductions.,230.00,180.00
Concurrent Bisimulations in Petri Nets.,150.00,9.00
Enhanced prefetching and caching strategies for single- and multi-disk systems.,281.00,26.00
Recording the Use of Memory in Right-Boundary Grammars and Push-Down Automata.,188.00,276.00
State space axioms for T-systems.,289.00,157.00
Extended multi bottom-up tree transducers.,189.00,477.00
The Clean Termination of Iterative Programs.,16.00,135.00
Infinite Proof Rules for Loops.,415.00,292.00
Nonfinite Axiomatizability of the Equational Theory of Shuffle.,265.00,238.00
Running a job on a collection of partly available machines  with on-line restarts.,365.00,337.00
Data Refinement by Calculation.,460.00,217.00
Program Refinement in Fair Transition Systems.,306.00,487.00
A Functional Model for Describing and Reasoning About Time Behaviour of Computing Systems.,191.00,411.00
M-Nets: An Algebra of High-Level Petri Nets  with an Application to the Semantics of Concurrent Programming Languages.,373.00,446.00
On the Look-Ahead Problem in Lexical Analysis.,31.00,28.00
A theory of formal synthesis via inductive learning.,279.00,221.00
The maximum gain of increasing the number of preemptions in multiprocessor scheduling.,220.00,32.00
Data Encodings and Their Costs.,219.00,59.00
Hierarchies of Complete Problems.,484.00,487.00
Ein Vollst&auml;ndigkeitssatz f&uuml;r Programme und Schaltkreise.,366.00,130.00
Type-based information flow analysis for the pi-calculus.,427.00,132.00
Sur une Conjecture de S. Greibach.,170.00,65.00
A Conservation Law for G/G/m Queueing Systems.,113.00,445.00
Applications of Efficient Mergeable Heaps for Optimization Problems on Trees.,134.00,315.00
Context-Free Graph Grammars and Concatenation of Graphs.,122.00,71.00
On a Class of Recursive Procedures and Equivalent Iterative Ones.,25.00,174.00
Algorithms for Fast Evaluation of Boolean Expressions.,22.00,185.00
A general account of coinduction up-to.,293.00,340.00
A Comparison of Two Synchronizing Concepts.,278.00,392.00
How to Calculate Symmetries of Petri Nets.,14.00,109.00
Nonterminals  Homomorphisms and Codings in Different Variations of OL-Systems. I. Deterministic Systems.,267.00,66.00
Recognizability of graph and pattern languages.,361.00,283.00
The Synthesis Problem of Petri Nets.,355.00,287.00
A Binary Operation on Trees and an Initial Algebra Characterization for Finite Tree Types.,156.00,428.00
On weighted first-order logics with discounting.,10.00,395.00
A Characterization of Context-free String Languages by Directed Node-label Controlled Graph Grammars.,318.00,166.00
Demonic  angelic and unbounded probabilistic choices in sequential programs.,24.00,425.00
An Efficiency Preorder for Processes.,184.00,15.00
On the Generalization of Higman and Kruskal's Theorems to Regular Languages and Rational Trees.,388.00,38.00
Modeling Splits in File Structures.,138.00,476.00
Languages Accepted by Systolic Y-Tree Automata: Structural Characterizations.,60.00,191.00
Synchronized regular expressions.,38.00,332.00
On regular tree languages and deterministic pushdown automata.,385.00,476.00
A Modal Logic for Message Passing Processes.,317.00,196.00
Maintaining Range Trees in Secondary Memory. Part I: Partitions.,155.00,87.00
Does indirect addressing matter? - A note.,36.00,492.00
Reasoning Algebraically about Loops.,252.00,216.00
A Model of a Time Sharing Virtual Memory System Solved Using Equivalence and Decomposition Methods.,372.00,41.00
Trace Nets and Process Automata.,193.00,150.00
Metric propositional neighborhood logic with an equivalence relation.,210.00,153.00
A Principle of Independence for Binary Tree Searching.,495.00,218.00
Optimal Divide-and-Conquer to Compute Measure and Contour for a Set of Iso-Rectangles.,485.00,83.00
The Paging Drum Queue: A Uniform Perspective and Further Results.,222.00,197.00
The Undecidability of the Unification and Matching Problem for Canonical Theories.,438.00,297.00
The Programming Language Pascal.,21.00,460.00
Semantics  calculi  and analysis for object-oriented specifications.,326.00,416.00
Inhibitionsfelder.,244.00,42.00
Head and state hierarchies for unary multi-head finite automata.,496.00,345.00
On the Number of Active-Operations Needed to Compute the Discrete Fourier Transform.,55.00,261.00
The stuttering principle revisited.,319.00,160.00
Redundant Proofs of Non-Interference in Levin-Gries CSP Program Proofs.,145.00,15.00
Lazy Structure Sharing for Query Optimization.,247.00,440.00
Fair ambients.,418.00,168.00
Concurrent Access to Data.,131.00,83.00
Relaxed red-black trees with group updates.,437.00,381.00
Generation of Efficient <i> LALR </i> Parsers for Regular Right Part Grammars.,255.00,133.00
A Markovian queue with varying number of servers and applications to the performance comparison of HSDPA user equipment.,266.00,200.00
Priority Conflict-Free Petri Nets.,279.00,477.00
Optimum Multiway Search Trees.,455.00,299.00
Characterization of all Optimal Networks for a Simultaneous Computation of AND and NOR.,297.00,164.00
Parallel Integer Sorting Using Small Operations.,475.00,419.00
Stochastic cooperative distributed grammar systems and random graphs.,66.00,214.00
Performance Evaluation of Fork and Join Synchronization Primitives.,446.00,175.00
Some properties of the disjunctive languages contained in <i>Q</i>.,180.00,409.00
Systolic Automata for VLSI on Balanced Trees.,412.00,227.00
A new natural structural congruence in the pi-calculus with replication.,298.00,155.00
Optimal Multiprogramming.,328.00,226.00
Classes of Systolic Y-Tree Automata and a Comparison with Systolic Trellis Automata.,287.00,448.00
On Real-Time Cellular Automata and Trellis Automata.,205.00,29.00
Transformational Design of Real-Time Systems Part I: From Requirements to Program Specifications.,364.00,103.00
Performance Preorder and Competitive Equivalence.,408.00,235.00
A Survey of Normal Form Covers for Context Free Grammars.,108.00,348.00
A Note on Synthesis and Classification of Sorting Algorithms.,27.00,438.00
Liveness of a mutex algorithm in a fair process algebra.,242.00,178.00
Another Look at the "Longest Ascending Subsequence" Problem.,143.00,128.00
Complexity Theory and the Operational Structure of Algebraic Programming Systems.,181.00,88.00
Models for Reactivity.,282.00,195.00
Axioms for Generalized Graphs  Illustrated by a Cantor-Bernstein Proposition.,327.00,209.00
A Proof System for Distributed Processes.,161.00,436.00
Finite State Relational Programs.,142.00,57.00
A Gap Between the Actual Complexity of Permutations and Their Entropy Defined by Sto&szlig;.,418.00,427.00
MAT learners for tree series: an abstract data type and two realizations.,105.00,453.00
Exponentially decreasing number of operations in balanced trees.,441.00,408.00
Correctness of the Compiling Process Based on Axiomatic Semantics.,88.00,66.00
Paramodulated Connection Graphs.,131.00,266.00
The Lattice of Data Refinement.,324.00,109.00
Backtracking in Recursive Computations.,379.00,427.00
A first step in characterizing three-element codes.,313.00,292.00
Efficient LL(1) Error Correction and Recovery Using Only Insertions.,202.00,99.00
Formal Derivation of Strongly Correct Concurrent Programs.,103.00,435.00
Efficient Worst-Case Data Structures for Range Searching.,452.00,312.00
A Formal Identification between Tuples and Lists with an Application to List-Arithmetic Categories.,21.00,290.00
Monotone Data Flow Analysis Frameworks.,442.00,482.00
Disambiguating Grammars by Exclusion of Sub-Parse Trees.,305.00,114.00
Axiomatising Finite Delay Operators.,397.00,20.00
Laws of Data Refinement.,172.00,171.00
Representing the integers with powers of 2 and 3.,188.00,141.00
Fast allocation and deallocation with an improved buddy system.,464.00,23.00
A Linear Space Algorithm for the LCS Problem.,218.00,414.00
Refinement of actions for real-time concurrent systems with causal ambiguity.,112.00,478.00
Efficient recognition algorithms for boundary and linear eNCE graph languages.,445.00,400.00
Comparing Locality and Causality Based Equivalences.,99.00,223.00
Proving Relative Lower Bounds for Incremental Algorithms.,94.00,66.00
Zur Theorie der Partiell-linearen Realisierungen endlicher Automaten,170.00,42.00
Data Refinement of Mixed Specifications.,434.00,352.00
A note on pure and p-pure languages.,79.00,158.00
A distributed resource allocation algorithm for many processes.,43.00,169.00
Complexity of Distributed Commit Protocols.,394.00,302.00
Adaptive sorting: an information theoretic perspective.,123.00,191.00
Erratum: Predicative Methodology.,262.00,340.00
The Correctness of the Schorr-Waite List Marking Algorithm.,125.00,491.00
Synchronizable Deterministic Pushdown Automata and the Decidability of their Equivalence.,427.00,340.00
Distance Measures for Point Sets and their Computation.,297.00,269.00
Optimum Reorganization Points for Arbitrary Database Costs.,346.00,330.00
Model-checking iterated games.,53.00,111.00
Analyse d'un algorithme de gestion simultan&eacute;e M&eacute;moire centrale - Disque de pagination.,487.00,420.00
Opportunistic Algorithms for Eliminating Supersets.,353.00,413.00
Synchronized extension systems.,347.00,348.00
Klaus Samelson.,73.00,19.00
The Method of Attributes for Data Flow Analysis: Part II. Demand Analysis.,52.00,112.00
Reduction Rules for Time Petri Nets.,321.00,355.00
Electing a Leader in a Ring with Link Failures.,333.00,6.00
Parallel Approximation Schemes for Problems on Planar Graphs.,80.00,399.00
Compositional type checking of delta-oriented software product lines.,373.00,55.00
Single Machine Scheduling with Deadlines and Increasing Rates of Processing Times.,366.00,317.00
On Parsing Arithmetic Expressions in a Multiprocessing Environment.,341.00,8.00
Assume-admissible synthesis.,56.00,138.00
A Probabilistic Analysis of the Height of Tries and of the Complexity of Triesort.,495.00,462.00
A Class of Coders Based on GSM.,119.00,124.00
Optimal recovery schemes in fault tolerant distributed computing.,128.00,178.00
An All-Round Sweep Algorithm for 2-Dimensional Nearest-Neighbor Problems.,414.00,124.00
Richer interface automata with optimistic and pessimistic compatibility.,167.00,230.00
On the System of word equations x^i_1 x^i_2 ... x^i_m = y^i_1 y^i_2 ...y^i_n (i=1  2  ...) in a Free Monoid.,46.00,165.00
Two-Level Meta-Controlled Substitution Grammars.,285.00,349.00
The query complexity of estimating weighted averages.,168.00,252.00
<i> LALR </i> (1  1) Parser Generation for Regular Right Part Grammars.,172.00,278.00
Grammars on Partial Graphs.,279.00,343.00
Average-Case Complexity for the Execution of Recursive Definitions on Relational Databases.,109.00,312.00
Efficient and secure attribute-based signature for monotone predicates.,340.00,446.00
Frameworks for Abstract Interpretation.,466.00,155.00
OBSCURE: A Specification Language for Abstract Data Types.,409.00,220.00
Performance Bounds on the Splitting Algorithm for Binary Testing.,208.00,109.00
Rational Set of Trees and the Algebraic Semantics of Logic Programming.,447.00,346.00
Rational Bijection of Rational Sets.,278.00,387.00
Planning and execution with flexible timelines: a formal account.,462.00,213.00
Some Comments on "Concurrent Readers and Writers".,286.00,471.00
A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.,24.00,68.00
Optimal covers in the relational database model.,339.00,65.00
Integrating Code Generation and Peephole Optimization.,287.00,379.00
Is Text Compression by Prefixes and Suffixes Practical?,203.00,183.00
Methods for the Automatic Construction of Error Correcting Parsers.,136.00,379.00
Ordered Attributed Grammars.,384.00,473.00
Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.,315.00,68.00
Linearly bounded infinite graphs.,454.00,193.00
A Practical Example of the Specification of Abstract Data Types.,455.00,478.00
Sur diverses familles de langages ferm&eacute;es par transductions rationelle,189.00,382.00
On 3-Head Versus 2-Head Finite Automata.,7.00,72.00
Specification and Verification of Object-Oriented Programs Using Supertype Abstraction.,473.00,141.00
An efficient simulation algorithm on Kripke structures.,91.00,283.00
Improved matrix pair undecidability results.,173.00,123.00
Automaten in planaren Graphen.,117.00,439.00
Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,382.00,342.00
Project scheduling with irregular costs: complexity  approximability  and algorithms.,364.00,270.00
Toward Formal Development of Programs from Algebraic Specifications: Implementations Revisited.,73.00,203.00
Programmed grammars and their relation to the LBA problem.,143.00,334.00
Semantic Decomposition of Computer Programs: An Aid to Program Testing.,469.00,147.00
A Proof Technique for Communicating Sequential Processes.,70.00,498.00
New proof for the undecidability of the circular PCP.,33.00,20.00
A polynomial time computable metric between point sets.,7.00,80.00
Verification of heap manipulating programs with ordered data by extended forest automata.,458.00,99.00
The Family of One-Counter Languages is Closed Under Quotient.,19.00,128.00
Sticky-free and overhang-free DNA languages.,419.00,82.00
A Class of Linearly Parsable Graph Grammars.,352.00,171.00
Precise parameter synthesis for stochastic biochemical systems.,258.00,67.00
Efficient systematic clustering method for <i>k</i>-anonymization.,111.00,351.00
Validation of a Computer Performance Model of the Exponential Queuing Network Family.,282.00,58.00
Optimization in temporal qualitative constraint networks.,219.00,316.00
Reducing non-determinism in right nulled GLR parsers.,96.00,227.00
Deciding probabilistic bisimilarity over infinite-state probabilistic systems.,255.00,124.00
Abstract reduction in directed model checking CCS processes.,299.00,205.00
Compositional construction of most general controllers.,173.00,164.00
A core calculus for dynamic delta-oriented programming.,86.00,113.00
Through the Mincing Machine with a Boolean Layer Cake.,366.00,408.00
The Implementation of Retention in a Coroutine Environment.,495.00,454.00
Asymptotic Expansions of the Mergesort Recurrences.,334.00,368.00
Logic for Improving Integrity Checking in Relational Data Bases.,320.00,285.00
Correct hardware synthesis - An algebraic approach.,289.00,464.00
EOL Forms.,206.00,83.00
On Procedures as Open Subroutines. I,152.00,49.00
The Method of Forced Enumeration for Nondeterministic Automata.,238.00,183.00
Finite Complete Rewriting Systems and the Complexity of the Word Problem.,262.00,303.00
Hierarchical information and the synthesis of distributed strategies.,459.00,225.00
On the Expressiveness of Subset-Sum Representations.,373.00,151.00
A Note on Multi-queue Scheduling of Two Tasks.,484.00,274.00
Petri Net Algorithms in the Theory of Matrix Grammars.,307.00,202.00
Decision Problems Concerning Thinness and Slenderness of Formal Languages.,17.00,227.00
General Correctness: A Unification of Partial and Total Correctness.,72.00,145.00
Stratified Balanced Search Trees.,334.00,248.00
Purely Top-Down Updating Algorithms for Stratified Search Trees.,149.00,120.00
Crypt-Equivalent Algebraic Specifications.,301.00,110.00
On Some Decidable Properties of Finite State Translations.,215.00,9.00
Size-Depth Tradeoff in Monotone Boolean Formulae.,166.00,287.00
On Efficient Implementation of an Approximation Algorithm for the Steiner Tree Problem.,193.00,356.00
Coincidental extension of scattered context languages.,371.00,215.00
Parallel communicating grammar systems with terminal transmission.,299.00,67.00
Time Optimal Left to Right Construction of Position Trees.,237.00,326.00
Relaxed balance for search trees with local rebalancing.,281.00,257.00
Analytic Models for the Primary Site Approach to Fault-Tolerance.,170.00,14.00
Concurrent abstract state machines.,261.00,64.00
Preemptive online algorithms for scheduling with machine cost.,112.00,485.00
Logical and Schematic Characterization of Complexity Classes.,91.00,98.00
Storage Utilization in B*-Trees with a Generalized Overflow Technique.,190.00,75.00
View selection for <i>real</i> conjunctive queries.,384.00,252.00
A Run-Time Load Balancing Strategy for Highly Parallel Systems.,471.00,475.00
Optimal semi-online algorithms for preemptive scheduling problems with inexact partial information.,281.00,461.00
Two Graph Algorithms Derived.,211.00,138.00
Preface for the special issue GandALF 2015.,259.00,66.00
A Logic-Based Approach to Program Flow Analysis.,222.00,292.00
Mono&iuml;des syntactiques des langages alg&eacute;briques.,213.00,119.00
An Algorithmic and Complexity Analysis of Interpolation Search.,225.00,245.00
On constructibility and unconstructibility of LTS operators from other LTS operators.,433.00,56.00
Strongly transitive automata and the Cern&yacute; conjecture.,276.00,139.00
Possibility and Impossibility Results in a Shared Memory Environment.,184.00,137.00
Type-based hot swapping of running modules.,79.00,48.00
Specifying Communication in Distributed Information Systems.,261.00,83.00
Nearly Optimal Hierarchies for Network and Formula Size.,48.00,342.00
Parameterized linear temporal logics meet costs: still not costlier than LTL.,210.00,371.00
Compositional Analysis of C/C++ Programs with VeriSoft.,96.00,317.00
On the tree inclusion problem.,39.00,392.00
Controlled finite automata.,87.00,110.00
Algebraic Models of Microprocessors: Architecture and Organisation.,25.00,294.00
Program Analysis and Optimization through Kernel-Control Decomposition.,132.00,423.00
A top-down proof procedure for generalized data dependencies.,170.00,84.00
Flow Languages Equal Recursively Enumerable Languages.,200.00,236.00
Simple Extensions of 1-writer Atomic Variable Constructions to Multiwriter Ones.,128.00,302.00
Lower Bounds for On-Line Two-Dimensional Packing Algorithms.,337.00,474.00
A Maximum Entropy Priority Approximation for a Stable <i> G/G/ </i> 1 Queue.,79.00,228.00
A Kernel Language for Programmed Rewriting of (Hyper)graphs.,259.00,422.00
Subtyping for session types in the pi calculus.,75.00,317.00
A Fair Calculus of Communicating Systems.,237.00,297.00
Generalized normal form for rewriting P systems.,279.00,431.00
Synchronous cooperation for explicit multi-threading.,359.00,242.00
A Fixed Point Approach to Parallel Discrete Event Simulation.,17.00,418.00
Type Introduction for Equational Rewriting.,482.00,447.00
On decidability of LTL model checking for process rewrite systems.,490.00,131.00
Maintaining Range Trees in Secondary Memory. Part II: Lower Bounds.,32.00,463.00
The Multiple Phase Service Network with Generalized Processor Sharing.,285.00,90.00
Complexity of Analyzing the Synchronization Structure of Concurrent Programs.,140.00,418.00
Binary Search Trees in Secondary Memory.,127.00,187.00
Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.,273.00,205.00
Orthogonality of Information Structures.,452.00,27.00
Stateless model checking for TSO and PSO.,244.00,42.00
Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.,66.00,471.00
Minimally adequate teacher synthesizes statechart diagrams.,248.00,304.00
Order and Metric in the Stream Semantics of Elemental Concurrency.,231.00,196.00
Relational Database Constraints as Counterexamples.,386.00,247.00
Thrifty Execution of Task Pipelines.,413.00,16.00
Expressibility of Output Equals Input.,237.00,84.00
Properties of Data Flow Frameworks.,193.00,227.00
Dual unbounded nondeterminacy  recursion  and fixpoints.,193.00,428.00
Information Theoretic Approximations for the <i> M/G/ </i> 1 Retrial Queue.,5.00,190.00
Top-Down Syntax Analysis.,77.00,405.00
Hiding in Stream Semantics of Uniform Concurrency.,202.00,333.00
Data Management Support for Database Management.,317.00,210.00
d-Words and d-Languages.,302.00,196.00
An Alternative Implementation of an Insertion-Only Recovery Technique.,77.00,16.00
Approximation schemes for the Min-Max Starting Time Problem.,114.00,112.00
On the Expansion of Non-Linear Functions.,355.00,270.00
Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.,188.00,385.00
EOL Systems with Control Devices.,9.00,280.00
Analysis of Space Allocation in a Generally Fragmented Linear Store.,43.00,122.00
Computational Fractal Geometry with WFA.,309.00,203.00
Parsing Regular Grammars with Finite Lookahead.,425.00,254.00
Metric temporal logic revisited.,284.00,486.00
Comparing Expressibility of Normed BPA and Normed BPP Processes.,248.00,307.00
A Simple  Fast  and Effective LL(1) Error Repair Algorithm.,435.00,7.00
Genericity and the pi-calculus.,149.00,118.00
Multi-tilde-bar expressions and their automata.,481.00,203.00
Erratum: The size of random bucket trees via urn models.,390.00,55.00
Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015).,230.00,430.00
Synthesizing robust systems.,13.00,418.00
On best transitive approximations to simple graphs.,460.00,50.00
Page Size in Demand-Paging Systems.,467.00,100.00
On Hierarchies of Abstract Data Types.,183.00,359.00
Update Operations in Deductive Databases with Functional Dependencies.,193.00,276.00
Apex Graph Grammars and Attribute Grammars.,72.00,456.00
Optimum Decision Trees - An Optimal Variable Theorem and its Related Applications.,414.00,74.00
An Algorithm for Merging Heaps.,184.00,270.00
Short Proofs for Tricky Formulas.,495.00,346.00
Some Average Performance Measures for the B-Tree.,180.00,111.00
The 'Hoare Logic' of Concurrent Programs.,221.00,109.00
Robust Data Types.,408.00,438.00
Random sprouts as internet models  and P&oacute;lya processes.,374.00,454.00
Concurrency of Operations on B-Trees.,375.00,45.00
Chromatic Binary Search Trees. A Structure for Concurrent Rebalancing.,78.00,112.00
Constructing Maximal Slicings from Geometry.,103.00,270.00
A complexity tradeoff in ranking-function termination proofs.,471.00,198.00
Timed automata with urgent transitions.,30.00,365.00
Formes de langages et de grammaires.,56.00,208.00
Optimal Worst Case Trees.,236.00,425.00
An efficient algorithm for finding ideal schedules.,261.00,296.00
Specification and Verification of Database Dynamics.,330.00,120.00
Information Theoretic Approximations for <i> M/G/ </i> 1 und <i> G/G/ </i> 1 Queuing Systems.,497.00,292.00
A Lower Time Bound for the Knapsack Problem on Random Access Machines.,251.00,98.00
Splitting forward simulations to copewith liveness.,483.00,216.00
A deterministic skip list for k-dimensional range search.,71.00,138.00
A Tree-Based Mergesort.,345.00,349.00
On an Exponential Server with General Cyclic Arrivals.,97.00,19.00
Total lineare Realisierbarkeit endlicher Automaten.,208.00,67.00
A Decidability Criterion for van Wijngaarden Grammars.,170.00,251.00
Online square and cube packing.,276.00,74.00
Replaceability and Computational Equivalence for Monotone Boolean Functions.,289.00,140.00
Correctness of Semantic Integrity Checking in Database Management Systems.,288.00,93.00
Subrekursive Komplexit&auml;t bei Gruppen: II. Der Einbettungssatz von Higman f&uuml;r entscheidbare Gruppen.,195.00,433.00
A Model and a Fast Algorithm for Multiple Errors Spelling Correction.,419.00,341.00
A Useful Lemma for Context-Free Programmed Grammars.,485.00,412.00
Three Measures for Synchronic Dependence in Petri Nets.,358.00,73.00
Data structures for order-sensitive predicates in parallel nondeterministic systems.,177.00,389.00
Checking interval properties of computations.,183.00,125.00
Labelled transition logic: an outline.,460.00,454.00
A Multiclass Networt Model of a Demand Paging Computer System.,448.00,452.00
Exploiting colored Petri nets to decide on permutation admissibility.,137.00,57.00
A Robust and Efficient Spatial Data Structure.,62.00,349.00
On the Role of Unification in Mechanical Theorem Proving.,112.00,351.00
On the Average Internal Path Length of <i> m </i> -ary Search Trees.,103.00,150.00
Deterministic Sequential Functions.,90.00,492.00
Step semantics of boolean nets.,58.00,408.00
Querying Sequence Databases with Transducers.,394.00,336.00
Dynamic Weighted Binary Search Trees.,85.00,463.00
Bi-Catenation and Shuffle Product of Languages.,415.00,34.00
Letter from the Editor.,286.00,50.00
On Non-Determinancy in Simple Computing Devices.,327.00,457.00
Deterministic Grammars and Grammar Morphisms.,142.00,85.00
Efficiently building a parse tree from a regular expression.,287.00,499.00
Verification of population protocols.,21.00,45.00
Refinement verification of the lazy caching algorithm.,428.00,321.00
do Considered od: A Contribution to the Programming Calculus.,129.00,446.00
Query optimization in information integration.,137.00,393.00
The Expressive Power of the Bounded-Iteration Construct.,391.00,80.00
