Analyse d'un algorithme de gestion simultan&eacute;e M&eacute;moire centrale - Disque de pagination.,130.00,66.00
Opportunistic Algorithms for Eliminating Supersets.,252.00,220.00
Synchronized extension systems.,437.00,123.00
Klaus Samelson.,408.00,477.00
The Method of Attributes for Data Flow Analysis: Part II. Demand Analysis.,385.00,166.00
Reduction Rules for Time Petri Nets.,15.00,230.00
Electing a Leader in a Ring with Link Failures.,227.00,316.00
Parallel Approximation Schemes for Problems on Planar Graphs.,89.00,210.00
Compositional type checking of delta-oriented software product lines.,87.00,305.00
Single Machine Scheduling with Deadlines and Increasing Rates of Processing Times.,342.00,322.00
On Parsing Arithmetic Expressions in a Multiprocessing Environment.,138.00,38.00
Assume-admissible synthesis.,140.00,97.00
A Probabilistic Analysis of the Height of Tries and of the Complexity of Triesort.,465.00,421.00
A Class of Coders Based on GSM.,109.00,184.00
Optimal recovery schemes in fault tolerant distributed computing.,449.00,213.00
An All-Round Sweep Algorithm for 2-Dimensional Nearest-Neighbor Problems.,46.00,44.00
Richer interface automata with optimistic and pessimistic compatibility.,197.00,240.00
On the System of word equations x^i_1 x^i_2 ... x^i_m = y^i_1 y^i_2 ...y^i_n (i=1  2  ...) in a Free Monoid.,33.00,215.00
Two-Level Meta-Controlled Substitution Grammars.,149.00,434.00
The query complexity of estimating weighted averages.,82.00,374.00
<i> LALR </i> (1  1) Parser Generation for Regular Right Part Grammars.,398.00,315.00
Grammars on Partial Graphs.,243.00,411.00
Average-Case Complexity for the Execution of Recursive Definitions on Relational Databases.,123.00,124.00
Efficient and secure attribute-based signature for monotone predicates.,32.00,325.00
Frameworks for Abstract Interpretation.,208.00,142.00
OBSCURE: A Specification Language for Abstract Data Types.,229.00,302.00
Performance Bounds on the Splitting Algorithm for Binary Testing.,481.00,7.00
Rational Set of Trees and the Algebraic Semantics of Logic Programming.,246.00,356.00
Rational Bijection of Rational Sets.,23.00,72.00
Planning and execution with flexible timelines: a formal account.,488.00,215.00
Some Comments on "Concurrent Readers and Writers".,79.00,472.00
A Branch-and-Bound Algorithm to Obtain an Optimal Evaluation Tree for Monotonic Boolean Functions.,122.00,274.00
Optimal covers in the relational database model.,116.00,277.00
Integrating Code Generation and Peephole Optimization.,302.00,165.00
Is Text Compression by Prefixes and Suffixes Practical?,226.00,324.00
Methods for the Automatic Construction of Error Correcting Parsers.,30.00,177.00
Ordered Attributed Grammars.,74.00,38.00
Optimal Bounds on the Gain of Permitting Dynamic Allocation of Communication Channels in Distributed Computing.,313.00,132.00
Linearly bounded infinite graphs.,109.00,381.00
A Practical Example of the Specification of Abstract Data Types.,369.00,452.00
Sur diverses familles de langages ferm&eacute;es par transductions rationelle,180.00,159.00
On 3-Head Versus 2-Head Finite Automata.,25.00,136.00
Specification and Verification of Object-Oriented Programs Using Supertype Abstraction.,215.00,349.00
An efficient simulation algorithm on Kripke structures.,182.00,84.00
Improved matrix pair undecidability results.,129.00,152.00
Automaten in planaren Graphen.,209.00,379.00
Maximum Entropy Two-Station Cyclic Queues with Multiple General Servers.,249.00,117.00
Project scheduling with irregular costs: complexity  approximability  and algorithms.,218.00,30.00
Toward Formal Development of Programs from Algebraic Specifications: Implementations Revisited.,261.00,194.00
Programmed grammars and their relation to the LBA problem.,15.00,262.00
Semantic Decomposition of Computer Programs: An Aid to Program Testing.,469.00,473.00
A Proof Technique for Communicating Sequential Processes.,299.00,85.00
New proof for the undecidability of the circular PCP.,182.00,495.00
A polynomial time computable metric between point sets.,311.00,314.00
Verification of heap manipulating programs with ordered data by extended forest automata.,2.00,298.00
The Family of One-Counter Languages is Closed Under Quotient.,417.00,167.00
Sticky-free and overhang-free DNA languages.,144.00,107.00
A Class of Linearly Parsable Graph Grammars.,184.00,279.00
Precise parameter synthesis for stochastic biochemical systems.,391.00,457.00
Efficient systematic clustering method for <i>k</i>-anonymization.,343.00,112.00
Validation of a Computer Performance Model of the Exponential Queuing Network Family.,461.00,44.00
Optimization in temporal qualitative constraint networks.,160.00,241.00
Reducing non-determinism in right nulled GLR parsers.,7.00,469.00
Deciding probabilistic bisimilarity over infinite-state probabilistic systems.,33.00,267.00
Abstract reduction in directed model checking CCS processes.,397.00,150.00
Compositional construction of most general controllers.,229.00,410.00
A core calculus for dynamic delta-oriented programming.,353.00,199.00
Through the Mincing Machine with a Boolean Layer Cake.,115.00,136.00
The Implementation of Retention in a Coroutine Environment.,306.00,4.00
Asymptotic Expansions of the Mergesort Recurrences.,463.00,142.00
Logic for Improving Integrity Checking in Relational Data Bases.,193.00,213.00
Correct hardware synthesis - An algebraic approach.,178.00,357.00
EOL Forms.,89.00,327.00
On Procedures as Open Subroutines. I,246.00,172.00
The Method of Forced Enumeration for Nondeterministic Automata.,393.00,283.00
Finite Complete Rewriting Systems and the Complexity of the Word Problem.,292.00,230.00
Hierarchical information and the synthesis of distributed strategies.,293.00,196.00
On the Expressiveness of Subset-Sum Representations.,133.00,221.00
A Note on Multi-queue Scheduling of Two Tasks.,266.00,137.00
Petri Net Algorithms in the Theory of Matrix Grammars.,234.00,28.00
Decision Problems Concerning Thinness and Slenderness of Formal Languages.,480.00,155.00
General Correctness: A Unification of Partial and Total Correctness.,291.00,258.00
Stratified Balanced Search Trees.,304.00,406.00
Purely Top-Down Updating Algorithms for Stratified Search Trees.,31.00,247.00
Crypt-Equivalent Algebraic Specifications.,141.00,279.00
On Some Decidable Properties of Finite State Translations.,217.00,305.00
Size-Depth Tradeoff in Monotone Boolean Formulae.,245.00,399.00
On Efficient Implementation of an Approximation Algorithm for the Steiner Tree Problem.,91.00,165.00
Coincidental extension of scattered context languages.,495.00,113.00
Parallel communicating grammar systems with terminal transmission.,324.00,454.00
Time Optimal Left to Right Construction of Position Trees.,337.00,450.00
Relaxed balance for search trees with local rebalancing.,316.00,120.00
Analytic Models for the Primary Site Approach to Fault-Tolerance.,173.00,454.00
Concurrent abstract state machines.,43.00,457.00
Preemptive online algorithms for scheduling with machine cost.,477.00,397.00
Logical and Schematic Characterization of Complexity Classes.,292.00,412.00
Storage Utilization in B*-Trees with a Generalized Overflow Technique.,193.00,166.00
View selection for <i>real</i> conjunctive queries.,28.00,302.00
A Run-Time Load Balancing Strategy for Highly Parallel Systems.,340.00,29.00
Optimal semi-online algorithms for preemptive scheduling problems with inexact partial information.,439.00,457.00
Two Graph Algorithms Derived.,245.00,132.00
Preface for the special issue GandALF 2015.,291.00,278.00
A Logic-Based Approach to Program Flow Analysis.,38.00,382.00
Mono&iuml;des syntactiques des langages alg&eacute;briques.,118.00,19.00
An Algorithmic and Complexity Analysis of Interpolation Search.,359.00,263.00
On constructibility and unconstructibility of LTS operators from other LTS operators.,471.00,87.00
Strongly transitive automata and the Cern&yacute; conjecture.,99.00,42.00
Possibility and Impossibility Results in a Shared Memory Environment.,122.00,168.00
Type-based hot swapping of running modules.,77.00,444.00
Specifying Communication in Distributed Information Systems.,365.00,247.00
Nearly Optimal Hierarchies for Network and Formula Size.,226.00,446.00
Parameterized linear temporal logics meet costs: still not costlier than LTL.,217.00,135.00
Compositional Analysis of C/C++ Programs with VeriSoft.,144.00,384.00
On the tree inclusion problem.,77.00,11.00
Controlled finite automata.,163.00,117.00
Algebraic Models of Microprocessors: Architecture and Organisation.,29.00,380.00
Program Analysis and Optimization through Kernel-Control Decomposition.,243.00,401.00
A top-down proof procedure for generalized data dependencies.,432.00,279.00
Flow Languages Equal Recursively Enumerable Languages.,214.00,462.00
Simple Extensions of 1-writer Atomic Variable Constructions to Multiwriter Ones.,100.00,377.00
Lower Bounds for On-Line Two-Dimensional Packing Algorithms.,200.00,135.00
A Maximum Entropy Priority Approximation for a Stable <i> G/G/ </i> 1 Queue.,384.00,432.00
A Kernel Language for Programmed Rewriting of (Hyper)graphs.,99.00,283.00
Subtyping for session types in the pi calculus.,278.00,483.00
A Fair Calculus of Communicating Systems.,91.00,499.00
Generalized normal form for rewriting P systems.,463.00,324.00
Synchronous cooperation for explicit multi-threading.,70.00,394.00
A Fixed Point Approach to Parallel Discrete Event Simulation.,384.00,257.00
Type Introduction for Equational Rewriting.,496.00,477.00
On decidability of LTL model checking for process rewrite systems.,263.00,40.00
Maintaining Range Trees in Secondary Memory. Part II: Lower Bounds.,8.00,446.00
The Multiple Phase Service Network with Generalized Processor Sharing.,475.00,465.00
Complexity of Analyzing the Synchronization Structure of Concurrent Programs.,87.00,34.00
Binary Search Trees in Secondary Memory.,477.00,430.00
Geometrical Tools to Map Systems of Affine Recurrence Equations on Regular Arrays.,254.00,209.00
Orthogonality of Information Structures.,479.00,247.00
Stateless model checking for TSO and PSO.,385.00,362.00
Efficient Algorithms for Checking the Atomicity of a Run of Read and Write Operations.,394.00,218.00
Minimally adequate teacher synthesizes statechart diagrams.,268.00,335.00
Order and Metric in the Stream Semantics of Elemental Concurrency.,138.00,309.00
Relational Database Constraints as Counterexamples.,119.00,470.00
Thrifty Execution of Task Pipelines.,378.00,208.00
Expressibility of Output Equals Input.,245.00,186.00
Properties of Data Flow Frameworks.,11.00,118.00
Dual unbounded nondeterminacy  recursion  and fixpoints.,123.00,54.00
Information Theoretic Approximations for the <i> M/G/ </i> 1 Retrial Queue.,259.00,292.00
Top-Down Syntax Analysis.,164.00,210.00
Hiding in Stream Semantics of Uniform Concurrency.,252.00,9.00
Data Management Support for Database Management.,213.00,483.00
d-Words and d-Languages.,432.00,102.00
An Alternative Implementation of an Insertion-Only Recovery Technique.,350.00,86.00
Approximation schemes for the Min-Max Starting Time Problem.,346.00,291.00
On the Expansion of Non-Linear Functions.,182.00,211.00
Structured Numbers: Properties of a Hierarchy of Operations on Binary Trees.,411.00,154.00
EOL Systems with Control Devices.,128.00,476.00
Analysis of Space Allocation in a Generally Fragmented Linear Store.,323.00,353.00
Computational Fractal Geometry with WFA.,102.00,86.00
Parsing Regular Grammars with Finite Lookahead.,337.00,432.00
Metric temporal logic revisited.,75.00,212.00
Comparing Expressibility of Normed BPA and Normed BPP Processes.,329.00,249.00
A Simple  Fast  and Effective LL(1) Error Repair Algorithm.,63.00,119.00
Genericity and the pi-calculus.,200.00,57.00
Multi-tilde-bar expressions and their automata.,403.00,62.00
Erratum: The size of random bucket trees via urn models.,35.00,377.00
Special issue: Selected papers from the 26th International Conference on Concurrency Theory (CONCUR 2015).,344.00,237.00
Synthesizing robust systems.,230.00,357.00
On best transitive approximations to simple graphs.,431.00,485.00
Page Size in Demand-Paging Systems.,33.00,63.00
On Hierarchies of Abstract Data Types.,70.00,260.00
Update Operations in Deductive Databases with Functional Dependencies.,487.00,278.00
Apex Graph Grammars and Attribute Grammars.,464.00,388.00
Optimum Decision Trees - An Optimal Variable Theorem and its Related Applications.,199.00,313.00
An Algorithm for Merging Heaps.,213.00,411.00
Short Proofs for Tricky Formulas.,259.00,63.00
Some Average Performance Measures for the B-Tree.,460.00,130.00
The 'Hoare Logic' of Concurrent Programs.,290.00,329.00
Robust Data Types.,86.00,421.00
Random sprouts as internet models  and P&oacute;lya processes.,38.00,284.00
Concurrency of Operations on B-Trees.,258.00,113.00
Chromatic Binary Search Trees. A Structure for Concurrent Rebalancing.,109.00,168.00
Constructing Maximal Slicings from Geometry.,114.00,313.00
A complexity tradeoff in ranking-function termination proofs.,57.00,129.00
Timed automata with urgent transitions.,433.00,134.00
Formes de langages et de grammaires.,254.00,63.00
Optimal Worst Case Trees.,134.00,227.00
An efficient algorithm for finding ideal schedules.,275.00,180.00
Specification and Verification of Database Dynamics.,39.00,221.00
Information Theoretic Approximations for <i> M/G/ </i> 1 und <i> G/G/ </i> 1 Queuing Systems.,271.00,30.00
A Lower Time Bound for the Knapsack Problem on Random Access Machines.,19.00,187.00
Splitting forward simulations to copewith liveness.,291.00,125.00
A deterministic skip list for k-dimensional range search.,488.00,189.00
A Tree-Based Mergesort.,188.00,295.00
On an Exponential Server with General Cyclic Arrivals.,316.00,93.00
Total lineare Realisierbarkeit endlicher Automaten.,63.00,57.00
A Decidability Criterion for van Wijngaarden Grammars.,21.00,3.00
Online square and cube packing.,6.00,436.00
Replaceability and Computational Equivalence for Monotone Boolean Functions.,403.00,191.00
Correctness of Semantic Integrity Checking in Database Management Systems.,367.00,428.00
Subrekursive Komplexit&auml;t bei Gruppen: II. Der Einbettungssatz von Higman f&uuml;r entscheidbare Gruppen.,211.00,115.00
A Model and a Fast Algorithm for Multiple Errors Spelling Correction.,376.00,443.00
A Useful Lemma for Context-Free Programmed Grammars.,320.00,10.00
Three Measures for Synchronic Dependence in Petri Nets.,367.00,498.00
Data structures for order-sensitive predicates in parallel nondeterministic systems.,188.00,496.00
Checking interval properties of computations.,383.00,178.00
Labelled transition logic: an outline.,174.00,265.00
A Multiclass Networt Model of a Demand Paging Computer System.,418.00,71.00
Exploiting colored Petri nets to decide on permutation admissibility.,249.00,239.00
A Robust and Efficient Spatial Data Structure.,388.00,242.00
On the Role of Unification in Mechanical Theorem Proving.,248.00,300.00
On the Average Internal Path Length of <i> m </i> -ary Search Trees.,488.00,75.00
Deterministic Sequential Functions.,421.00,423.00
Step semantics of boolean nets.,342.00,230.00
Querying Sequence Databases with Transducers.,254.00,317.00
Dynamic Weighted Binary Search Trees.,282.00,160.00
Bi-Catenation and Shuffle Product of Languages.,420.00,310.00
Letter from the Editor.,7.00,302.00
On Non-Determinancy in Simple Computing Devices.,179.00,309.00
Deterministic Grammars and Grammar Morphisms.,218.00,307.00
Efficiently building a parse tree from a regular expression.,95.00,96.00
Verification of population protocols.,410.00,155.00
Refinement verification of the lazy caching algorithm.,90.00,158.00
do Considered od: A Contribution to the Programming Calculus.,344.00,337.00
Query optimization in information integration.,176.00,132.00
The Expressive Power of the Bounded-Iteration Construct.,438.00,212.00
